Ticker,SharesOut,ZacksSector,Beta,Price,Name
SIC,25.09,Consumer Discretionary,1.5,8.99,SELECT INT CONC
SID,1387.52,Basic Materials,1.91,3.45,National Steel Company
SIEB,27.16,Finance,0.08,8.65,Siebert Financial Corp.
SIEGY,1700,Industrial Products,1.12,64.97,Siemens AG
SIEN,49.48,Medical,0.37,8.94,"Sientra, Inc."
SIF,5.73,Aerospace,0.86,3.95,"SIFCO Industries, Inc."
SIFY,39.61,Computer and Technology,1.04,1.23,Sify Technologies Limited
SIG,52.35,Retail-Wholesale,1.08,21.74,Signet Jewelers Limited
SIGA,81.07,Medical,0.48,4.77,Siga Technologies Inc.
SIGI,59.4,Finance,0.69,65.19,"Selective Insurance Group, Inc."
SIGM,39.99,Computer and Technology,0.36,0.2218,"Sigma Designs, Inc."
SIHBY,308.17,Finance,-0.31,3.87,"Shenzhen Investment Holdings Co., Ltd."
SILC,7.6,Computer and Technology,0.66,33.26,Silicom Ltd
SILK,30.87,Medical,,40.38,"Silk Road Medical, Inc."
SILV,104.8,Basic Materials,0.25,6.74,SilverCrest Metals Inc.
SIM,165.9,Basic Materials,0.86,10.16,"Grupo Simec, S.A. de C.V."
SIML,2333,Consumer Discretionary,2.82,0.0001,Simlatus Corp
SIMO,36.11,Computer and Technology,1.13,50.71,Silicon Motion Technology Corporation
SINA,71.47,Computer and Technology,1.35,39.93,Sina Corporation
SINC,0.05,Industrial Products,2.46,1,Symbid Corp.
SING,1684.84,Computer and Technology,3.04,0.0077,Singlepoint Inc.
SINO,17.24,Transportation,2.4,0.45,"Sino-Global Shipping America, Ltd."
SINT,2.43,Medical,-0.04,1.49,"SINTX TECHNOLOGIES, INC."
SIRC,138.67,Oils-Energy,-0.02,0.0218,Solar Integrated Roofing Corporation
SIRI,4423.72,Consumer Discretionary,1.01,7.15,Sirius XM Holdings Inc.
SITC,193.8,Finance,0.68,14.02,SITE CENTERS CORP.
SITE,41.38,Industrial Products,1.02,90.65,"SiteOne Landscape Supply, Inc."
SITM,14.3,Computer and Technology,,25.5,SiTime Corporation
SITO,25.64,Computer and Technology,0.86,0.2776,"SITO Mobile, Ltd."
SIVB,51.57,Finance,2.21,251.04,SVB Financial Group
SIX,84.52,Consumer Discretionary,0.94,45.11,Six Flags Entertainment Corporation New
SJI,92.39,Utilities,0.67,32.98,"South Jersey Industries, Inc."
SJM,114.06,Consumer Staples,0.4,104.13,The J. M. Smucker Company
SJMHF,5664.11,Consumer Discretionary,1.66,1.2,SJM Holdings Ltd.
SJR,495.15,Consumer Discretionary,0.71,20.29,Shaw Communications Inc.
SJT,46.61,Oils-Energy,0.03,2.54,San Juan Basin Royalty Trust
SJW,28.46,Utilities,0,71.06,SJW Group
SKAS,1.02,Transportation,2.08,6,Saker Aviation Services Inc.
SKFRY,455.35,Industrial Products,1.15,20.17,AB SKF
SKHSY,688.17,Construction,0.33,21.3,Sekisui House Ltd.
SKM,646.83,Computer and Technology,0.33,23.11,"SK Telecom Co., Ltd."
SKPI,86.96,Oils-Energy,3.1,0.08,Sky Petroleum Inc.
SKPN,145.03,Retail-Wholesale,6.91,0.0054,SkyShop Logistics Inc.
SKT,92.89,Finance,0.64,14.73,"Tanger Factory Outlet Centers, Inc."
SKVI,2.9,Medical,0.85,0.091,Skinvisible Inc.
SKX,156.76,Consumer Discretionary,0.78,43.19,"Skechers U.S.A., Inc."
SKY,56.67,Construction,2.87,31.7,Skyline Corporation
SKYL,0.23,Consumer Discretionary,2.07,5,Hotel Outsource Management International Inc.
SKYS,20.98,Utilities,1.49,1.5,"Sky Solar Holdings, Ltd."
SKYW,50.42,Transportation,1.56,64.63,"SkyWest, Inc."
SLAB,43.37,Computer and Technology,1.5,115.98,"Silicon Laboratories, Inc."
SLB,1384.39,Oils-Energy,1.59,40.2,Schlumberger Limited
SLCA,73.57,Basic Materials,2.66,6.15,"U.S. Silica Holdings, Inc."
SLCT,18.51,Finance,0.39,12.3,"Select Bancorp, Inc."
SLDB,45.99,Medical,1.39,4.45,Solid Biosciences Inc.
SLF,679.85,Finance,0.89,45.57,Sun Life Financial Inc.
SLFPY,603.32,Finance,1.26,17.08,Standard Life PLC Unsponsored ADR
SLG,80.11,Finance,1.09,91.88,SL Green Realty Corporation
SLGG,8.57,Consumer Discretionary,,2.36,"Super League Gaming, Inc."
SLGL,18.92,Medical,1.15,17.15,Sol-Gel Technologies Ltd.
SLGN,110.77,Industrial Products,0.76,31.08,Silgan Holdings Inc.
SLM,422.17,Finance,1.43,8.91,SLM Corporation
SLNG,16.8,Oils-Energy,-1.14,4.7,"American Electric Technologies, Inc."
SLNM,315.94,Computer and Technology,0.19,0.0154,Salon Media Group Inc.
SLNO,44.66,Medical,2.4,2.94,"Capnia, Inc."
SLOIF,31.63,Computer and Technology,1.68,112.75,Soitec SA
SLP,17.62,Computer and Technology,-0.41,29.07,"Simulations Plus, Inc."
SLRC,42.26,Finance,0.69,20.62,Solar Capital Ltd.
SLRK,4.14,Finance,0.65,11.55,Solera National Bancorp Inc.
SLRX,4.07,Medical,1.41,3.78,"Flex Pharma, Inc."
SLS,4.87,Medical,1.3,4.3,"Galena Biopharma, Inc."
SLSDF,88.56,Basic Materials,1.79,0.0221,Select Sands Corp.
SM,112.86,Oils-Energy,3.08,11.24,SM Energy Company
SMAR,117.48,Computer and Technology,1.95,44.92,Smartsheet Inc.
SMBC,9.2,Finance,0.7,38.36,"Southern Missouri Bancorp, Inc."
SMBK,13.96,Finance,0.77,23.65,"SmartFinancial, Inc."
SMCAY,1339.45,Computer and Technology,1.65,22.93,Smc Corporation
SMCE,346.63,Consumer Discretionary,3.08,0.006,SMC Entertainment Inc.
SMCI,48.69,Computer and Technology,1.24,24.02,"Super Micro Computer, Inc."
SMDM,38.54,Consumer Discretionary,0.35,0.24,Singing Machine Co.
SMED,16.15,Industrial Products,0.23,4.22,Sharps Compliance Corp
SMFG,6909.48,Finance,1.25,7.41,Sumitomo Mitsui Financial Group Inc
SMFKY,237.87,Basic Materials,0.8,37.9775,SMURFIT KAPPA
SMG,55.82,Basic Materials,0.79,106.18,The Scotts Miracle-Gro Company
SMGBY,238.26,Consumer Staples,0.48,32.31,San Miguel Corp.
SMGZY,395.75,Business Services,0.98,22.48,Smiths Group PLC
SMHI,21.29,Transportation,1.47,13.79,SEACOR Marine Holdings Inc.
SMICY,1010.32,Computer and Technology,0.66,7.58,Semiconductor  Manufacturing International Corporation
SMID,5.15,Construction,0.58,6,Smith-Midland Corp.
SMIT,4.1,Industrial Products,0.71,3.86,"Schmitt Industries, Inc."
SMKG,281.74,Retail-Wholesale,,,Smart Card Marketing Systems Inc.
SMLP,82.75,Oils-Energy,1.54,3.31,"Summit Midstream Partners, LP"
SMLR,6.53,Medical,0.27,48,Semler Scientific Inc.
SMMF,12.47,Finance,0.94,27.09,"Summit Financial Group, Inc."
SMMT,32.1,Medical,1.2,1.6,Summit Therapeutics PLC
SMNNY,927.02,Consumer Discretionary,0.27,16.27,Shimano Inc. Unsponsored ADR
SMP,22.46,Auto-Tires-Trucks,1.01,53.22,"Standard Motor Products, Inc."
SMPL,95.42,Consumer Staples,0.77,28.54,The Simply Good Foods Company
SMPNY,744.85,Finance,0.24,20.2,"Sompo Holdings, Inc."
SMPR,129.5,Basic Materials,-5.33,0.0585,STANDARD METALS
SMRT,48.17,Retail-Wholesale,-0.18,0.6692,"Stein Mart, Inc."
SMSI,38.5,Computer and Technology,0.26,3.98,"Smith Micro Software, Inc."
SMSMY,202.42,Industrial Products,1.27,7.34,Sims Metal Management Ltd.
SMTA,43.18,Finance,1.01,0.7676,SPIRIT MTA REIT
SMTC,66.25,Computer and Technology,1.93,52.9,Semtech Corporation
SMTI,2.37,Medical,2.07,16.1,"Wound Management Technologies, Inc."
SMTS,162.3,Basic Materials,1.04,1.6488,Sierra Metals Inc.
SMTX,28.1,Computer and Technology,0.88,3.39,SMTC Corporation
SNA,54.85,Consumer Discretionary,1.23,169.4,Snap-On Incorporated
SNAP,1399.97,Computer and Technology,1.11,16.33,Snap Inc.
SNBR,28.43,Consumer Discretionary,1.1,49.24,Sleep Number Corporation
SNCA,3.87,Medical,1.72,0.99,"Neuralstem, Inc."
SNCR,45.06,Computer and Technology,0.46,4.75,"Synchronoss Technologies, Inc."
SND,41.32,Oils-Energy,2.2,2.52,SMART SAND INC
SNDE,68.75,Oils-Energy,2.75,19.1515,Sundance Energy Australia Ltd.
SNDL,83.81,Medical,,3.01,Sundial Growers Inc.
SNDR,177.12,Transportation,1.56,21.82,"Schneider National, Inc."
SNDX,27.14,Medical,2.46,8.78,"Syndax Pharmaceuticals, Inc."
SNE,1250.75,Consumer Discretionary,1.36,68,Sony Corporation
SNECQ,100.07,Oils-Energy,2.02,0.014,Sanchez Energy Corporation
SNES,28.29,Medical,1.68,0.55,"Senestech, Inc."
SNFCA,17.58,Finance,0.05,5.85,Security National Financial Corporation
SNGX,20.65,Medical,1.39,1.45,Soligenix Inc.
SNH,237.9,Finance,0.54,8.44,Senior Housing Properties Trust
SNIRF,418.6,Construction,-0.16,2.26,SENIOR PLC
SNLAY,1390,Finance,0.63,7.22,Sino Land Co.
SNMP,20.09,Oils-Energy,0.82,0.3017,Sanchez Midstream Partners LP
SNN,437.36,Medical,0.26,48.07,"Smith & Nephew SNATS, Inc."
SNNAQ,30.91,Medical,2.36,0.0322,"Sienna Biopharmaceuticals, Inc."
SNOA,1.33,Medical,0.92,4.36,"Sonoma Pharmaceuticals, Inc."
SNP,1210.71,Oils-Energy,1.49,60.15,China Petroleum & Chemical Corporation
SNPS,150.54,Computer and Technology,1.18,139.2,"Synopsys, Inc."
SNPTF,1096.85,Medical,1.54,17.2501,Sunny Optical Technology (Group) Company Limited
SNR,82.96,Finance,0.81,7.65,New Senior Investment Group Inc.
SNSS,111.32,Medical,2.62,0.3377,"Sunesis Pharmaceuticals, Inc."
SNV,146.54,Finance,1.36,39.2,Synovus Financial Corp.
SNWV,269.81,Medical,-1.64,0.16,Sanuwave Health Inc.
SNX,51.08,Computer and Technology,1.03,128.8,SYNNEX Corporation
SNY,2504.14,Medical,0.6,50.2,Sanofi
SNYFY,435.09,Finance,0.96,23.92,Sony Financial Holdings Inc.
SO,1048.73,Utilities,0.15,63.7,Southern Company (The)
SOAN,204.36,Medical,-2.96,0.0031,"Angiosoma, Inc."
SOCLF,397.52,Oils-Energy,0.65,0.685,SOCO INTL PLC
SOFO,6.74,Computer and Technology,1.05,1.3,"Sonic Foundry, Inc."
SOGO,391.35,Computer and Technology,1.38,4.55,Sogou Inc. Sponsored ADR
SOHO,14.27,Finance,0.75,6.78,Sotherly Hotels Inc.
SOHOF,5199.52,Finance,1.87,0.38,Soho China Ltd.
SOHU,39.23,Computer and Technology,1.48,11.18,Sohu.com Inc.
SOHVY,490.16,Industrial Products,0.32,7.08,SUMITOMO HEAVY
SOI,47.59,Oils-Energy,1.79,14,"Solaris Oilfield Infrastructure, Inc."
SOL,38.09,Oils-Energy,2.12,1.415,Renesola Ltd.
SOLO,37.05,Auto-Tires-Trucks,1.6,2.15,ElectraMeccanica Vehicles Corp.
SOLY,16.93,Medical,,10.98,"Soliton, Inc."
SOMC,2.32,Finance,0.32,37.6,Southern Michigan Bancorp Inc.
SOMLY,873.04,Business Services,0.32,22.27,Secom Co.
SOMMY,331.09,Basic Materials,1.45,22.68,SUMITOMO CHEMCL
SON,100.1,Industrial Products,0.89,61.72,Sonoco Products Company
SONA,24.18,Finance,0.92,16.35,"Southern National Bancorp of Virginia, Inc."
SONG,49.63,Consumer Discretionary,0.46,5.27,Akazoo S.A.
SONM,20.36,Computer and Technology,,3.63,"Sonim Technologies, Inc."
SONO,108.42,Consumer Discretionary,1.68,15.62,"Sonos, Inc."
SONVY,321.82,Medical,0.42,45.755,SONOVA HOLDING
SOR,8.51,Finance,0.74,38.69,"Source Capital, Inc."
SORL,19.3,Auto-Tires-Trucks,2.55,4.44,"SORL Auto Parts, Inc."
SOTK,15.32,Industrial Products,-0.18,2.27,Sono-Tek Corp.
SOUHY,1020,Basic Materials,0.9,9.36,South32 Ltd.
SP,22.95,Consumer Discretionary,1,42.43,SP Plus Corporation
SPAR,34.73,Auto-Tires-Trucks,1.45,18.08,"Spartan Motors, Inc."
SPB,48.82,Consumer Discretionary,1.82,64.29,Spectrum Brands Holdings Inc.
SPCB,14.96,Industrial Products,0.69,0.6199,"SuperCom, Ltd."
SPCE,82.48,Aerospace,0.06,11.55,Social Capital Hedosophia Holdings Corp.
SPCO,4.01,Consumer Staples,0.97,1.7,The Stephan Co.
SPDL,115.25,Finance,1.32,0.0001,Spindle Inc.
SPE,8.5,Finance,0.74,14.73,"Special Opportunities Fund, Inc."
SPEX,2.89,Business Services,0.16,1.32,Spherix Incorporated
SPFI,18.01,Finance,,20.87,"South Plains Financial, Inc."
SPG,320.44,Finance,0.51,148.96,"Simon Property Group, Inc."
SPGI,244.4,Business Services,1.05,273.05,S&P Global Inc.
SPH,62.07,Oils-Energy,0.84,21.85,"Suburban Propane Partners, L.P."
SPHHF,468.49,Computer and Technology,0.49,7.2,SOPHOS GP PLC
SPHRY,37.2,Medical,1.56,8.5,Starpharma Holdings Ltd.
SPHS,34.47,Medical,2.62,0.37,"Sophiris Bio, Inc."
SPI,14.51,Oils-Energy,4.47,1.86,"SPI Energy Co., Ltd."
SPKE,35.18,Utilities,-0.3,9.23,"Spark Energy, Inc."
SPKKY,367.08,Utilities,0.54,14.45,Spark New Zealand Ltd.
SPLK,155.97,Computer and Technology,2.07,149.77,Splunk Inc.
SPLP,25.01,Conglomerates,0.65,12.102,Steel Partners Holdings LP
SPMYY,152.93,Computer and Technology,0.84,13,Spirent Communications PLC
SPN,14.69,Oils-Energy,2.96,5.01,"Superior Energy Services, Inc."
SPNE,19.07,Medical,0.15,12.01,SeaSpine Holdings Corporation
SPNS,50.05,Computer and Technology,1.02,23,Sapiens International Corporation N.V.
SPOK,18.85,Computer and Technology,0.34,12.23,"Spok Holdings, Inc."
SPOT,179.25,Business Services,1.91,149.55,Spotify Technology SA
SPPI,112.97,Medical,2.44,3.64,"Spectrum Pharmaceuticals, Inc."
SPPJY,542.7,Basic Materials,1.14,3.155,Sappi Ltd.
SPR,103.52,Aerospace,1.12,72.88,"Spirit Aerosystems Holdings, Inc."
SPRO,19.13,Medical,1.99,9.615,"Spero Therapeutics, Inc."
SPRS,5.32,Computer and Technology,1.89,2.4,Surge Components Inc.
SPRT,19.04,Computer and Technology,0.22,1.09,"support.com, Inc."
SPSC,34.84,Business Services,0.63,55.42,"SPS Commerce, Inc."
SPT,47.88,Computer and Technology,,16.05,SPROUT SOCIAL
SPTN,36.35,Retail-Wholesale,1.41,14.24,SpartanNash Company
SPWH,43.23,Retail-Wholesale,0.38,8.03,"Sportsman's Warehouse Holdings, Inc."
SPWR,142.61,Oils-Energy,2.19,7.8,SunPower Corporation
SPXC,44.15,Auto-Tires-Trucks,1.44,50.88,SPX Corporation
SPXSF,73.61,Construction,0.97,117.45,SPIRAX SARCO
SPY,946.73,Finance,1,321.86,SPDR S&P 500 ETF
SQ,429.68,Computer and Technology,3.3,62.56,"Square, Inc."
SQBG,65.4,Consumer Discretionary,0.75,0.3425,"Sequential Brands Group, Inc."
SQFL,60.25,Computer and Technology,-0.94,3,Sql Technologies Corp.
SQM,263.2,Basic Materials,1.13,26.69,Sociedad Quimica y Minera S.A.
SQNS,23.76,Computer and Technology,2.6,3,Sequans Communications S.A.
SQNXF,119.21,Consumer Staples,0.84,49.98,"Square Enix Holdings Co., Ltd."
SR,50.98,Utilities,0.14,83.31,Spire Inc.
SRAX,14,Business Services,3.01,2.49,Social Reality Inc.
SRC,99.73,Finance,0.37,49.18,"Spirit Realty Capital, Inc."
SRCE,25.51,Finance,1.08,51.88,1st Source Corporation
SRCI,243.56,Oils-Energy,1.64,4.12,Synergy Resources Corporation
SRCL,91.13,Business Services,1.28,63.81,"Stericycle, Inc."
SRDX,13.59,Medical,0.99,41.43,"Surmodics, Inc."
SRE,281.9,Utilities,0.41,151.48,Sempra Energy
SREV,94.5,Computer and Technology,1.61,1.67,"ServiceSource International, Inc."
SRG,38.08,Finance,1.46,40.08,Seritage Growth Properties
SRI,27.38,Computer and Technology,1.3,29.32,"Stoneridge, Inc."
SRL,12.53,Finance,,,MFC Bancorp Ltd.
SRLP,22.75,Oils-Energy,1.49,16.92,Sprague Resources LP
SRMX,6955.54,Business Services,0.62,0.0003,SADDLE RANCH
SRNE,164.53,Medical,3.01,3.38,"Sorrento Therapeutics, Inc."
SRNN,0.81,Finance,0.18,8.9001,Southern Banc Co.
SRPT,74.54,Medical,2.27,129.04,"Sarepta Therapeutics, Inc."
SRRA,386.78,Medical,1.31,0.3424,"ProNAi Therapeutics, Inc."
SRRK,29.68,Medical,0.29,13.18,Scholar Rock Holding Corporation
SRT,38.48,Business Services,0.25,7.98,"StarTek, Inc."
SRTS,16.5,Medical,-0.61,3.54,"Sensus Healthcare, Inc."
SRYB,4.08,Finance,0.21,15.1,Surrey Bancorp
SSAAY,2059.67,Basic Materials,1.4,1.77,SSAB SVENSKT
SSB,33.74,Finance,1.36,86.75,South State Corporation
SSBI,6.07,Finance,0.27,12.965,Summit State Bank
SSD,44.33,Construction,1.36,80.23,"Simpson Manufacturing Company, Inc."
SSDOY,399.39,Consumer Staples,0.58,70.875,Shiseido Co.
SSEZY,1046.9,Computer and Technology,0.77,19.07,SSE PLC
SSI,28.91,Retail-Wholesale,1.9,8.12,"Stage Stores, Inc."
SSKN,32.9,Medical,1.46,2.08,"Strata Skin Sciences, Inc."
SSL,624.61,Oils-Energy,1.08,21.61,Sasol Ltd.
SSMXY,417.42,Medical,0.36,34,Sysmex Corporation ADR
SSNC,252.71,Computer and Technology,1.31,61.4,"SS&C Technologies Holdings, Inc."
SSNLF,5969.78,Computer and Technology,20.69,2210,Samsung Electronics Co.
SSNT,4.5,Business Services,0.49,4.35,SILVERSUN TECH
SSNYY,16.42,Oils-Energy,1,0.0412,Samson Oil & Gas Limited
SSP,80.91,Consumer Discretionary,1.96,15.71,E.W. Scripps Company (The)
SSPPF,444.85,Retail-Wholesale,,,SSP GROUP PLC
SSREY,1354.48,Finance,0.34,28.12,Swiss Re Ltd.
SSRM,123.05,Basic Materials,-0.42,19.26,Silver Standard Resources Inc.
SSSS,19.76,Finance,,,GSV Capital Corp
SSTI,11.43,Business Services,2.62,25.5,ShotSpotter Inc.
SSTK,35.46,Computer and Technology,1.21,42.88,"Shutterstock, Inc."
SSUMY,1248.96,Conglomerates,0.84,14.79,Sumitomo Corp.
SSW,215.7,Transportation,0.83,14.21,Seaspan Corporation
SSY,6.99,Medical,1.06,1.07,"SunLink Health Systems, Inc."
SSYS,54.44,Computer and Technology,1.96,20.225,"Stratasys, Ltd."
ST,158.85,Computer and Technology,1.4,53.87,Sensata Technologies Holding N.V.
STAA,44.54,Medical,2.34,35.17,STAAR Surgical Company
STAF,8.68,Business Services,1.62,0.8003,"Staffing 360 Solutions, Inc."
STAG,132.96,Finance,0.86,31.57,"Stag Industrial, Inc."
STAR,62.17,Finance,0.67,14.51,iStar Financial Inc.
STAY,182.82,Consumer Discretionary,1.18,14.86,"Extended Stay America, Inc."
STBA,34.31,Finance,0.66,40.29,"S&T Bancorp, Inc."
STBI,2.11,Finance,0.25,21.5,Sturgis Bancorp Inc.
STC,23.71,Finance,0.51,40.79,Stewart Information Services Corporation
STCB,159.09,Consumer Discretionary,0.96,1.1001,"Insynergy Products, Inc."
STCC,48,Industrial Products,-1.81,0.06,Sterling Consolidated Corp
STCN,61.81,Computer and Technology,0.08,1.46,"STEEL CONNECT, INC."
STDAF,62.34,Medical,0.31,86.21,STADA ARZNEIMI
STE,84.78,Medical,0.89,152.42,STERIS plc
STFC,43.56,Finance,0.33,31.02,State Auto Financial Corporation
STG,108.22,Computer and Technology,2.62,2.57,Sunlands Online Education Group Sponsored ADR
STIM,18.63,Medical,0.68,4.49,"Neuronetics, Inc."
STKL,87.91,Consumer Staples,0.87,2.5,"SunOpta, Inc."
STKS,28.87,Retail-Wholesale,0.77,3.64,"The ONE Group Hospitality, Inc."
STL,202.05,Finance,1.39,21.08,Sterling Bancorp
STLD,215.45,Basic Materials,1.67,34.04,"Steel Dynamics, Inc."
STLT,35.76,Medical,0.33,0.006,Spotlight Innovation Inc.
STM,896.02,Computer and Technology,1.43,26.91,STMicroelectronics N.V.
STML,50.13,Medical,1.4,10.63,"Stemline Therapeutics, Inc."
STMP,17.07,Retail-Wholesale,1.03,83.52,Stamps.com Inc.
STN,111.26,Business Services,1.27,28.3,Stantec Inc.
STNE,277.07,Computer and Technology,2.27,39.89,StoneCo Ltd.
STNG,58.14,Transportation,1.12,39.34,Scorpio Tankers Inc.
STOK,32.73,Medical,,28.32,"Stoke Therapeutics, Inc."
STON,42.64,Consumer Staples,1.03,1.45,StoneMor Partners L.P.
STOR,234.8,Finance,0.16,37.24,STORE Capital Corporation
STPZ,13.47,Finance,0.01,52.37,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund
STRA,21.97,Consumer Discretionary,0.54,158.9,Strategic Education Inc.
STREF,130.11,Business Services,-0.12,4.62,STHREE GRP LTD
STRI,20.15,Oils-Energy,0.49,0.139,STR Holdings Inc.
STRL,27.72,Construction,1.16,14.08,Sterling Construction Company Inc
STRM,30.74,Medical,0.15,1.39,"Streamline Health Solutions, Inc."
STRO,23.09,Medical,1.11,11,"Sutro Biopharma, Inc."
STRS,8.2,Finance,0.37,30.98,Stratus Properties Inc.
STRT,3.81,Auto-Tires-Trucks,1.16,22.21,Strattec Security Corporation
STRZ,3.21,Retail-Wholesale,2.29,0.16,Star Buffet Inc.
STSA,17.38,Medical,,19.68,Satsuma Pharmaceuticals Inc.
STT,363.62,Finance,1.58,79.1,State Street Corporation
STWD,281.93,Finance,0.55,24.86,"STARWOOD PROPERTY TRUST, INC."
STX,262.71,Computer and Technology,1.61,59.5,Seagate Technology PLC
STXB,16.14,Finance,-0.13,23,"Spirit of Texas Bancshares, Inc."
STXS,66.72,Medical,1.67,5.29,Stereotaxis Inc.
STZ,191.63,Consumer Staples,0.64,189.75,Constellation Brands Inc
STZ.B,191.63,Consumer Staples,0.64,188.781,Constellation Brands Inc
SU,1537.07,Oils-Energy,1.1,32.8,Suncor Energy  Inc.
SUBCY,319.13,Oils-Energy,1.65,11.8722,Subsea 7 SA
SUGBY,23.21,Finance,-0.04,40.55,Suruga Bank Ltd.
SUGR,0.79,Finance,0.44,10.4,Sugar Creek Financial Corp.
SUHJY,2897,Finance,1.19,15.33,Sun Hung Kai Properties Ltd.
SUI,92.68,Finance,0.18,150.1,"Sun Communities, Inc."
SUIC,33.5,Business Services,-1,2,Aj Greentech Holdings Ltd.
SUM,112.28,Construction,2.14,23.9,"Summit Materials, Inc."
SUME,31.5,Utilities,0.92,1.735,"Summer Energy Holdings, Inc."
SUMR,18.94,Consumer Discretionary,0.49,0.2547,"Summer Infant, Inc."
SUN,99.16,Oils-Energy,0.78,30.6,Sunoco LP
SUNS,16.05,Finance,0.58,17.6,Solar Senior Capital Ltd.
SUNW,5.28,Oils-Energy,2.71,1.25,"Sunworks, Inc."
SUOPY,146.64,Computer and Technology,2.32,34.01,SUMCO CORP ADR
SUP,25.13,Auto-Tires-Trucks,2,3.69,"Superior Industries International, Inc."
SUPN,52.46,Medical,1.5,23.72,"Supernus Pharmaceuticals, Inc."
SUPV,91.34,Finance,0.67,3.68,Grupo Supervielle S.A.
SURF,27.88,Medical,2.52,1.88,"Surface Oncology, Inc."
SURVF,2797.81,Finance,0.66,1.35,Suntec Real Estate Investment Trust
SUZ,1361.26,Basic Materials,,9.84,Suzano Papel E Celulose S.A. Sponsored ADR
SVA,71.14,Medical,0.25,6.47,"Sinovac Biotech, Ltd."
SVBI,12.81,Finance,0.88,9.31,Severn Bancorp Inc
SVBL,236.33,Basic Materials,0.32,0.073,"Silver Bull Resources, Inc."
SVC,164.57,Finance,0.9,24.33,Hospitality Properties Trust
SVCBY,702.34,Basic Materials,0.81,10.16,Svenska Cellulosa AB
SVIN,0.88,Consumer Staples,0.28,35,Scheid Vineyards Inc.
SVKEF,2170.02,Finance,0.96,9.35,SKANDINAVISKA
SVM,172.4,Basic Materials,1.29,5.67,Silvercorp Metals Inc.
SVMK,134.62,Computer and Technology,1.6,17.87,SVMK Inc.
SVNDY,1769.19,Retail-Wholesale,0.07,18.315,Seven and I Holdings Co.
SVRA,41.21,Medical,1.01,4.48,"Mast Therapeutics, Inc."
SVT,2.49,Conglomerates,0.52,10.06,"Servotronics, Inc."
SVTE,8852.87,Auto-Tires-Trucks,0.11,,"Service Team, Inc."
SVVC,7.18,Finance,1.23,6.43,"Firsthand Technology Value Fund, Inc."
SWAV,28.3,Medical,,43.92,"ShockWave Medical, Inc."
SWCH,241.88,Business Services,0.51,14.82,"Switch, Inc."
SWDBY,1118.3,Finance,0.7,14.88,Swedbank AB
SWGAY,3097.7,Consumer Staples,0.89,13.85,Swatch Group AG
SWI,311.18,Computer and Technology,1.7,18.55,SolarWinds Corp.
SWIR,36.22,Computer and Technology,1.9,9.55,"Sierra Wireless, Inc."
SWK,152.01,Industrial Products,1.41,165.74,"Stanley Black & Decker, Inc."
SWKH,12.95,Finance,0.02,12,SWK Holdings Corp.
SWKS,170.38,Computer and Technology,1.11,120.88,"Skyworks Solutions, Inc."
SWM,30.9,Consumer Staples,1.59,41.99,"Schweitzer-Mauduit International, Inc."
SWN,541.3,Oils-Energy,1.15,2.42,Southwestern Energy Company
SWRAY,3887.08,Transportation,0.93,9.25,Swire Pacific Ltd.
SWSKF,374.17,Oils-Energy,-0.55,22.6,SHOWA SHELL OIL
SWTX,43.01,Medical,,38.49,SpringWorks Therapeutics Inc.
SWX,54.63,Utilities,0.18,75.97,Southwest Gas Corporation
SWZ,13.27,Finance,0.7,8.41,"Swiss Helvetia Fund, Inc. (The)"
SXC,86.75,Oils-Energy,1.32,6.23,"SunCoke Energy, Inc."
SXEEQ,80.9,Oils-Energy,3.81,0.015,"Southcross Energy Partners, L.P."
SXI,12.46,Industrial Products,1.45,79.35,Standex International Corporation
SXT,42.32,Basic Materials,0.96,66.09,Sensient Technologies Corporation
SXTC,26.71,Medical,,0.82,"China SXT Pharmaceuticals, Inc."
SY,102.1,Medical,,12.22,So-Young International Inc. Sponsored ADR
SYBT,22.6,Finance,0.52,41.06,"Stock Yards Bancorp, Inc."
SYBX,32.29,Medical,2.61,2.58,"Synlogic, Inc."
SYCRF,90.1,Finance,1.61,4.98,Syncora Holdings Ltd.
SYEV,26.57,Industrial Products,1.9,0.0722,"Seychelle Environmental Technologies, Inc."
SYF,646.19,Finance,1.15,36.01,Synchrony Financial
SYIEY,519.25,Consumer Staples,0.9,26.15,Symrise AG Unsponsored ADR
SYK,374.1,Medical,0.76,209.94,Stryker Corporation
SYKE,41.43,Business Services,0.86,36.99,"Sykes Enterprises, Incorporated"
SYN,16.81,Medical,2.01,0.5069,"Synthetic Biologics, Inc"
SYNA,33.46,Computer and Technology,1.2,65.77,Synaptics Incorporated
SYNC,39.19,Computer and Technology,0.24,1.52,"Synacor, Inc."
SYNH,103.8,Medical,1.52,59.475,"Syneos Health, Inc."
SYNL,8.99,Industrial Products,0,12.91,Synalloy Corporation
SYPR,21.31,Computer and Technology,0.72,0.7801,"Sypris Solutions, Inc."
SYRS,42.44,Medical,1.58,6.91,"Syros Pharmaceuticals, Inc."
SYVC,36.49,Medical,0.03,,Synovics Pharmaceuticals Inc.
SYX,37.53,Retail-Wholesale,0.13,25.16,Systemax Inc.
SYY,510.23,Consumer Staples,0.47,85.54,Sysco Corporation
SZBI,0.7,Finance,0.96,2.85,SouthFirst Bancshares Inc.
